ISCO 08	CP2021	unique ID	ID	identity term	toxicity	number	word's gender	gender specification	second category	further specification	glossary	language	notes
134	1.1.2.4.5	658_4-p-m-b-it	658_4	i dirigenti scolastici ed equiparati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.5	658_4-p-f-b-it	658_4	le dirigenti scolastice ed equiparate	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-s-n-*-it	658_5	l* dirigente delle professioni sanitarie	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-s-m-b-it	658_5	la dirigente delle professioni sanitarie	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-s-f-b-it	658_5	il dirigente delle professioni sanitarie	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-p-n-*-it	658_5	l* dirigenti delle professioni sanitarie	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-p-m-b-it	658_5	i dirigenti delle professioni sanitarie	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.4	658_5-p-f-b-it	658_5	le dirigenti delle professioni sanitarie	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-s-n-*-it	658_6	l* dirigente nella sanità	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-s-m-b-it	658_6	il dirigente nella sanità	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-s-f-b-it	658_6	la dirigente nella sanità	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-p-n-*-it	658_6	l* dirigenti nella sanità	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-p-m-b-it	658_6	i dirigenti nella sanità	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.1.2.4.3	658_6-p-f-b-it	658_6	le dirigenti nella sanità	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.1	658_7-sp-n-*-it	658_7	l* imprendit* e amministrat* di grandi istituti scolastici, universitari e di ricerca privati	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.1	658_7-s-m-b-it	658_7	l'imprenditore e amministratore di grandi istituti scolastici, universitari e di ricerca privati	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.1	658_7-s-f-b-it	658_7	l'imprenditrice e amministratrice di grandi istituti scolastici, universitari e di ricerca privati	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.1	658_7-p-m-b-it	658_7	gli imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.1	658_7-p-f-b-it	658_7	le imprenditrici e amministratrici di grandi istituti scolastici, universitari e di ricerca privati	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-sp-n-*-it	658_8	l'imprendit* e amministrat* di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-s-m-b-it	658_8	l'imprenditore e amministratore di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-s-f-b-it	658_8	l'imprenditrice e amministratrice di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-sp-n-*-it	658_8	l* imprendit* e amministrat* di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-p-m-b-it	658_8	gli imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.1.9.2	658_8-p-f-b-it	658_8	le imprenditrici e amministratrici di grandi ospedali, cliniche private o grandi aziende di assistenza sociale	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-s-n-*-it	658_9	l* dirett* e dirigente generale di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-s-m-b-it	658_9	il direttore e dirigente generale di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-s-f-b-it	658_9	la direttrice e dirigente generale di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-p-n-*-it	658_9	l* dirett* e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-p-m-b-it	658_9	i direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.7.0	658_9-p-f-b-it	658_9	le direttrici e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-s-n-*-it	658_10	l* dirett* e dirigente generale di aziende di servizi alle imprese e alle persone	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-s-m-b-it	658_10	il direttore e dirigente generale di aziende di servizi alle imprese e alle persone	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-s-f-b-it	658_10	la direttrice e dirigente generale di aziende di servizi alle imprese e alle persone	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-p-n-*-it	658_10	l* dirett* e dirigenti generali di aziende di servizi alle imprese e alle persone	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-p-m-b-it	658_10	i direttori e dirigenti generali di aziende di servizi alle imprese e alle persone	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.2.2.8.0	658_10-p-f-b-it	658_10	le direttrici e dirigenti generali di aziende di servizi alle imprese e alle persone	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-s-n-*-it	658_11	l'imprendit* e responsabile di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-s-m-b-it	658_11	l'imprenditore e responsabile di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-s-f-b-it	658_11	l'imprenditrice e responsabile di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-p-n-*-it	658_11	l* imprendit* e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-p-m-b-it	658_11	gli imprenditori e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.7.0	658_11-p-f-b-it	658_11	le imprenditrici e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-s-n-*-it	658_12	l'imprendit* e responsabile di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-s-m-b-it	658_12	l'imprenditore e responsabile di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-s-f-b-it	658_12	l'imprenditrice e responsabile di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-p-n-*-it	658_12	l* imprendit* e responsabili di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-p-m-b-it	658_12	gli imprenditori e responsabili di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.1	658_12-p-f-b-it	658_12	le imprenditrici e responsabili di piccole aziende nei servizi di istruzione, formazione e ricerca	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-s-n-*-it	658_13	l'imprendit* e responsabile di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-s-m-b-it	658_13	l'imprenditore e responsabile di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-s-f-b-it	658_13	l'imprenditrice e responsabile di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-p-n-*-it	658_13	l* imprendit* e responsabili di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-p-m-b-it	658_13	gli imprenditori e responsabili di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
134	1.3.1.9.2	658_13-p-f-b-it	658_13	le imprenditrici e responsabili di piccole aziende nei servizi di sanità e assistenza sociale	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-s-n-*-it	659_1	l* dirett* e dirigente generale di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-s-m-b-it	659_1	il direttore e dirigente generale di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-s-f-b-it	659_1	la direttrice e dirigente generale di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-p-n-*-it	659_1	l* dirett* e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-p-m-b-it	659_1	i direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.2.2.5.0	659_1-p-f-b-it	659_1	le direttrici e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-s-n-*-it	659_2	l* imprendit* e responsabile di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-s-m-b-it	659_2	l'imprenditore e responsabile di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-s-f-b-it	659_2	l'imprenditrice e responsabile di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-p-n-*-it	659_2	l* imprendit* e responsabili di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-p-m-b-it	659_2	gli imprenditori e responsabili di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	1.3.1.5.0	659_2-p-f-b-it	659_2	le imprenditrici e responsabili di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.1	659_3-s-n-i-it	659_3	l'esercente di ristoranti, fast food, pizzerie ed esercizi assimilati	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.1	659_3-p-n-*-it	659_3	l* esercenti di ristoranti, fast food, pizzerie ed esercizi assimilati	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.1	659_3-p-m-b-it	659_3	gli esercenti di ristoranti, fast food, pizzerie ed esercizi assimilati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.1	659_3-p-f-b-it	659_3	le esercenti di ristoranti, fast food, pizzerie ed esercizi assimilati	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.2	659_4-s-n-i-it	659_4	l'esercente di attività di ristorazione nei mercati e in posti assegnati	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.2	659_4-p-n-*-it	659_4	l* esercenti di attività di ristorazione nei mercati e in posti assegnati	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.2	659_4-p-m-b-it	659_4	gli esercenti di attività di ristorazione nei mercati e in posti assegnati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
141	5.2.2.5.2	659_4-p-f-b-it	659_4	le esercenti di attività di ristorazione nei mercati e in posti assegnati	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-s-n-*-it	660_1	l* dirett* e dirigente generale di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-s-m-b-it	660_1	il direttore e dirigente generale di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-s-f-b-it	660_1	la direttrice e dirigente generale di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-p-n-*-it	660_1	l* dirett* e dirigenti generali di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-p-m-b-it	660_1	i direttori e dirigenti generali di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.1	660_1-p-f-b-it	660_1	le direttrici e dirigenti generali di aziende nel commercio e riparazione di autoveicoli e motocicli	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-s-n-*-it	660_2	l* dirett* e dirigente generale di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-s-m-b-it	660_2	il direttore e dirigente generale di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-s-f-b-it	660_2	la direttrice e dirigente generale di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-p-n-*-it	660_2	l* dirett* e dirigenti generali di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-p-m-b-it	660_2	i direttori e dirigenti generali di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.2.2.4.2	660_2-p-f-b-it	660_2	le direttrici e dirigenti generali di aziende nel commercio di beni (esclusi autoveicoli e motocicli)	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-s-n-*-it	660_3	l'imprendit* e responsabile di piccole aziende nel commercio	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-s-m-b-it	660_3	l'imprenditore e responsabile di piccole aziende nel commercio	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-s-f-b-it	660_3	l'imprenditrice e responsabile di piccole aziende nel commercio	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-p-n-*-it	660_3	l* imprendit* e responsabili di piccole aziende nel commercio	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-p-m-b-it	660_3	gli imprenditori e responsabili di piccole aziende nel commercio	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	1.3.1.4.0	660_3-p-f-b-it	660_3	le imprenditrici e responsabili di piccole aziende nel commercio	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	5.1.1.1.0	660_4-s-n-i-it	660_4	l'esercente delle vendite all'ingrosso	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	5.1.1.1.0	660_4-p-n-*-it	660_4	l* esercenti delle vendite all'ingrosso	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	5.1.1.1.0	660_4-p-m-b-it	660_4	gli esercenti delle vendite all'ingrosso	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
142	5.1.1.1.0	660_4-p-f-b-it	660_4	le esercenti delle vendite all'ingrosso	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-sp-n-*-it	661_1	l'imprendit* e amministrat* di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-s-m-b-it	661_1	l'imprenditore e amministratore di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-s-f-b-it	661_1	l'imprenditrice e amministratrice di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-sp-n-*-it	661_1	l* imprendit* e amministrat* di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-p-m-b-it	661_1	gli imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.1.9.3	661_1-p-f-b-it	661_1	le imprenditrici e amministratrici di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-s-n-*-it	661_2	l* dirett* e dirigente generale di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-s-m-b-it	661_2	il direttore e dirigente generale di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-s-f-b-it	661_2	la direttrice e dirigente generale di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-p-n-*-it	661_2	l* dirett* e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-p-m-b-it	661_2	i direttori e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.2.2.9.0	661_2-p-f-b-it	661_2	le direttrici e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-s-n-*-it	661_3	l'imprendit* e responsabile di piccole aziende nei servizi alle imprese e alle persone	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-s-m-b-it	661_3	l'imprenditore e responsabile di piccole aziende nei servizi alle imprese e alle persone	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-s-f-b-it	661_3	l'imprenditrice e responsabile di piccole aziende nei servizi alle imprese e alle persone	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-p-n-*-it	661_3	l* imprendit* e responsabili di piccole aziende nei servizi alle imprese e alle persone	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-p-m-b-it	661_3	gli imprenditori e responsabili di piccole aziende nei servizi alle imprese e alle persone	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.8.0	661_3-p-f-b-it	661_3	le imprenditrici e responsabili di piccole aziende nei servizi alle imprese e alle persone	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-s-n-*-it	661_4	l* imprendit* e responsabile di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-s-m-b-it	661_4	l'imprenditore e responsabile di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-s-f-b-it	661_4	l'imprenditrice e responsabile di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-p-n-*-it	661_4	l* imprendit* e responsabili di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-p-m-b-it	661_4	gli imprenditori e responsabili di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
143	1.3.1.9.3	661_4-p-f-b-it	661_4	le imprenditrici e responsabili di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
