ISCO-08	identity term	number	word's gender	gender specification	second category	further specification	glossary	language	notes
3139	the process control technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3139	the process control technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3141	the life science technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3141	the life science technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3142	the agricultural technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3142	the agricultural technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3143	the forestry technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3143	the forestry technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3151	the ships’ engineer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3151	the ships’ engineers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3152	the ships’ deck officer and pilot	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3152	the ships’ deck officers and pilots	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3153	the aircraft pilot	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3153	the aircraft pilots	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3154	the air traffic controller	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3154	the air traffic controllers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3155	the air traffic safety electronics technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3155	the air traffic safety electronics technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3211	the medical imaging and therapeutic equipment technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3211	the medical imaging and therapeutic equipment technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3212	the medical and pathology laboratory technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3212	the medical and pathology laboratory technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3213	the pharmaceutical technician and assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3213	the pharmaceutical technicians and assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3214	the medical and dental prosthetic technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3214	the medical and dental prosthetic technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3221	the nursing associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3221	the nursing associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3222	the midwifery associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3222	the midwifery associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3230	the traditional and complementary medicine associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3230	the traditional and complementary medicine associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3240	the veterinary technician and assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3240	the veterinary technicians and assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3251	the dental assistant and therapist	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3251	the dental assistants and therapists	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3252	the medical records and health information technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3252	the medical records and health information technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3253	the community health worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3253	the community health workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3254	the dispensing optician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3254	the dispensing opticians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3255	the physiotherapy technicians and assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3255	the physiotherapy technicians and assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3256	the medical assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3256	the medical assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3257	the environmental and occupational health inspector and associate	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3257	the environmental and occupational health inspectors and associates	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3258	the ambulance worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3258	the ambulance workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3259	the health associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3259	the health associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3311	the securities and finance dealer and broker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3311	the securities and finance dealers and brokers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3312	the credit and loans officer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3312	the credit and loans officers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3313	the accounting associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3313	the accounting associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3314	the statistical, mathematical and related associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3314	the statistical, mathematical and related associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3315	the valuers and loss assessor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3315	the valuers and loss assessors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3321	the insurance representative	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3321	the insurance representatives	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3322	the commercial sales representative	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3322	the commercial sales representatives	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3323	the buyer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3323	the buyers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3324	the trade broker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3324	the trade brokers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3331	the clearing and forwarding agent	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3331	the clearing and forwarding agents	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3332	the conference and event planner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3332	the conference and event planners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3333	the employment agent and contractor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3333	the employment agents and contractors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3334	the real estate agent and property manager	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3334	the real estate agents and property managers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3339	the business services agent	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3339	the business services agents	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3341	the office supervisor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3341	the office supervisors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3342	the legal secretary	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3342	the legal secretaries	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3343	the administrative and executive secretary	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3343	the administrative and executive secretaries	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3344	the medical secretary	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3344	the medical secretaries	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3351	the customs and border inspector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3351	the customs and border inspectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3352	the government tax and excise official	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3352	the government tax and excise officials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3353	the government social benefits official	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3353	the government social benefits officials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3354	the government licensing official	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3354	the government licensing officials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3355	the police inspector and detective	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3355	the police inspectors and detectives	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3359	the government regulatory associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3359	the government regulatory associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3411	the legal and related associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3411	the legal and related associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3412	the social work associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3412	the social work associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3413	the religious associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3413	the religious associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3421	the athletes and sports player	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3421	the athletes and sports players	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3422	the sports coach, instructor and official	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3422	the sports coaches, instructors and officials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3423	the fitness and recreation instructor and programme leader	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3423	the fitness and recreation instructors and programme leaders	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3431	the photographer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3431	the photographers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3432	the interior designer and decorator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3432	the interior designers and decorators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3433	the gallery, museum and library technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3433	the gallery, museum and library technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3434	the chef	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3434	the chefs	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3435	the artistic and cultural associate professional	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3435	the artistic and cultural associate professionals	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3511	the information and communications technology operations technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3511	the information and communications technology operations technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3512	the information and communications technology user support technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3512	the information and communications technology user support technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3513	the computer network and systems technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3513	the computer network and systems technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3514	the web technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3514	the web technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3521	the broadcasting and audiovisual technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3521	the broadcasting and audiovisual technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3522	the telecommunications engineering technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
3522	the telecommunications engineering technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4110	the general office clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4110	the general office clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4120	the secretary 	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4120	the secretaries	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4131	the typist and word processing operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4131	the typists and word processing operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4132	the data entry clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4132	the data entry clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4211	the bank teller and related clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4211	the bank tellers and related clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4212	the bookmaker, croupier and related gaming worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4212	the bookmakers, croupiers and related gaming workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4213	the pawnbroker and money-lender	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4213	the pawnbrokers and money-lenders	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4214	the debt collector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4214	the debt collectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4221	the travel consultant and clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4221	the travel consultants and clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4222	the contact centre information clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4222	the contact centre information clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4223	the telephone switchboard operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4223	the telephone switchboard operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4224	the hotel receptionist	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4224	the hotel receptionists	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4225	the inquiry clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4225	the inquiry clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4226	the receptionist	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4226	the receptionists	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4227	the survey and market research interviewer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4227	the survey and market research interviewers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4229	the client information worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4229	the client information workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4311	the accounting and bookkeeping clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4311	the accounting and bookkeeping clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4312	the statistical, finance and insurance clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4312	the statistical, finance and insurance clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4313	the payroll clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4313	the payroll clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4321	the stock clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4321	the stock clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4322	the production clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4322	the production clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4323	the transport clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4323	the transport clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4411	the library clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4411	the library clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4412	the mail carrier and sorting clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4412	the mail carriers and sorting clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4413	the coding, proofreading and related clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4413	the coding, proofreading and related clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4414	the scribe	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4414	the scribes	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4415	the filing and copying clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4415	the filing and copying clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4416	the personnel clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4416	the personnel clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4419	the clerical support worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
4419	the clerical support workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5111	the travel attendant and travel steward	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5111	the travel attendants and travel stewards	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5112	the transport conductor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5112	the transport conductors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5113	the travel guide	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5113	the travel guides	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5120	the cook	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5120	the cooks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5131	the waiter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5131	the waiters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5132	the bartender	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5132	the bartenders	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5141	the hairdresser	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5141	the hairdressers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5142	the beautician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5142	the beauticians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5151	the cleaning and housekeeping supervisor in offices, hotels and other establishments	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5151	the cleaning and housekeeping supervisors in offices, hotels and other establishments	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5152	the domestic housekeeper	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5152	the domestic housekeepers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5153	the building caretaker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5153	the building caretakers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5161	the astrologer, fortune-teller	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5161	the astrologers, fortune-tellers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5162	the companion and valet	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5162	the companions and valets	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5163	the undertaker and embalmer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5163	the undertakers and embalmers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5164	the pet groomer and animal care worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5164	the pet groomers and animal care workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5165	the driving instructor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5165	the driving instructors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5169	the personal services worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5169	the personal services workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5211	the stall and market salesperson	singular	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5211	the stall and market salespeople	plural	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5212	the street food salesperson	singular	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5212	the street food salespeople	plural	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5221	the shopkeeper	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5221	the shopkeepers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5222	the shop supervisor	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5222	the shop supervisors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5223	the shop sales assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5223	the shop sales assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5230	the cashiers and ticket clerk	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5230	the cashiers and ticket clerks	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5241	the fashion and other model	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5241	the fashion and other models	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5242	the sales demonstrator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5242	the sales demonstrators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5243	the door-to-door salesperson	singular	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5243	the door-to-door salespeople	plural	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5244	the contact centre salesperson	singular	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5244	the contact centre salespeople	plural	neutral	person	sociocultural status	economical, educational and employment status	ISCO-08	en	
5245	the service station attendant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5245	the service station attendants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5246	the food service counter attendant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5246	the food service counter attendants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5249	the sales worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5249	the sales workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5311	the child care worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5311	the child care workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5312	the teachers’ aide	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5312	the teachers’ aides	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5321	the health care assistant	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5321	the health care assistants	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5322	the home-based personal care worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5322	the home-based personal care workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5329	the personal care worker in health services	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5329	the personal care workers in health services	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5411	the firefighter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5411	the firefighters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5412	the police officer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5412	the police officers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5413	the prison guard	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5413	the prison guards	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5414	the security guard	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5414	the security guards	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5419	the protective services worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
5419	the protective services workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6111	the field crop and vegetable grower	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6111	the field crop and vegetable growers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6112	the tree and shrub crop grower	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6112	the tree and shrub crop growers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6113	the gardener, horticultural and nursery grower	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6113	the gardeners, horticultural and nursery growers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6114	the mixed crop grower	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6114	the mixed crop growers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
